"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meat and poultry, plain, on whole grain white bun","27564183","0","0","0","23.47","46","35.2","1.0","23","0","3.541","9.82","16","0.22","13.5","5.72","0.254","47.99","6.09","3.707","4.974","15.76","165","0.104","1.76","23","165","284","771","1.58","16","0.36","0.076","10.6","0.4","2.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meat and poultry, plain, on multigrain bun","27564184","0","0","0","22.63","46","41.2","1.7","20","0","3.46","9.95","16","0.218","21.3","4.38","0.228","47.69","7.093","3.677","5.074","16.87","104","0.12","2.36","26","152","271","747","1.13","16","0.36","0.07","10.6","0.29","1.4"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meat and poultry, plain, on white bread","27564190","0","0","0","19.75","55","40.2","0.8","14","0","3.355","9.97","19","0.176","16.4","3.7","0.195","48.88","7.245","4.418","5.623","18.25","144","0.07","1.84","16","155","279","812","1.1","19","0.43","0.066","12.7","0.38","0.1"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meat and poultry, plain, on wheat bread","27564200","0","0","0","19.2","55","41.6","1.3","14","0","3.629","10.38","19","0.18","18.2","3.83","0.164","48.73","7.211","4.334","5.582","18.56","116","0.078","1.92","21","160","287","810","1.15","19","0.43","0.072","12.8","0.37","1.7"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meat and poultry, plain, on whole wheat bread","27564210","0","1","0","19.92","50","42.9","2.3","34","0","3.348","11.03","17","0.153","18.0","3.48","0.177","48.9","6.645","4.098","5.176","16.97","131","0.114","1.66","36","189","317","772","1.42","17","0.39","0.116","11.6","0.49","3.1"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meat and poultry, plain, on whole grain white bread","27564220","0","1","0","20.24","50","35.5","3.6","10","0","3.358","10.4","17","0.188","14.2","3.71","0.223","49.25","6.558","3.851","5.136","16.43","333","0.085","2.56","17","147","269","783","1.1","17","0.39","0.063","11.6","0.43","3.0"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meat and poultry, plain, on multigrain bread","27564230","0","0","0","20.02","50","40.9","2.9","36","0","3.198","11.44","17","0.14","20.7","4.25","0.134","48.22","6.7","4.199","5.23","17.24","108","0.136","1.64","37","196","309","746","1.39","17","0.39","0.134","11.7","0.43","0.6"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on white bun","27564240","0","0","0","24.35","45","34.9","0.8","3","0","3.792","11.5","0","0.232","20.9","3.92","0.257","49.26","3.704","3.108","2.741","11.9","151","0.09","2.38","18","141","273","727","1.4","0","0.5","0.095","0.6","0.48","2.1"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on wheat bun","27564241","0","3","0","23.11","45","34.9","1.9","3","0","4.056","12.35","12","0.23","20.7","3.76","0.253","49.65","3.689","3.115","2.699","11.76","174","0.115","2.15","29","164","299","713","1.6","12","0.49","0.123","0.6","0.54","3.0"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole wheat bun","27564242","0","4","0","22.06","45","34.7","2.7","3","0","3.942","12.66","14","0.184","23.4","3.32","0.213","49.96","3.69","3.107","2.776","12.1","174","0.147","1.93","44","192","326","720","1.84","15","0.49","0.153","0.6","0.55","2.0"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole grain white bun","27564243","0","0","0","22.76","45","34.2","1.0","23","0","4.0","11.3","0","0.241","15.1","4.82","0.249","51.17","3.623","2.862","2.882","11.71","190","0.121","2.01","25","164","303","735","1.99","0","0.41","0.113","0.0","0.51","2.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on multigrain bun","27564244","0","0","0","21.92","45","40.2","1.7","20","0","3.919","11.43","0","0.238","22.9","3.47","0.222","50.88","4.627","2.832","2.983","12.82","129","0.137","2.61","27","150","290","711","1.55","0","0.42","0.108","0.0","0.4","1.4"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on white bread","27564250","0","0","0","18.9","54","39.0","0.8","14","0","3.906","11.74","0","0.2","18.3","2.61","0.188","52.69","4.285","3.404","3.114","13.39","174","0.091","2.14","18","153","301","768","1.59","0","0.49","0.111","0.0","0.51","0.1"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on wheat bread","27564260","0","0","0","18.35","54","40.3","1.3","14","0","4.179","12.15","0","0.204","20.1","2.74","0.157","52.55","4.251","3.32","3.073","13.7","146","0.099","2.22","23","158","309","767","1.64","0","0.49","0.117","0.1","0.5","1.6"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole wheat bread","27564270","0","1","0","19.14","50","41.8","2.3","34","0","3.851","12.65","0","0.175","19.7","2.49","0.171","52.39","3.939","3.171","2.882","12.53","159","0.133","1.94","38","187","337","733","1.87","0","0.45","0.157","0.0","0.61","3.0"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on whole grain white bread","27564280","0","1","0","19.46","50","34.4","3.6","10","0","3.861","12.02","0","0.21","16.0","2.72","0.217","52.74","3.853","2.924","2.843","11.99","360","0.104","2.84","19","145","289","743","1.56","0","0.45","0.105","0.0","0.55","3.0"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on multigrain bread","27564290","0","0","0","19.24","50","39.7","2.9","36","0","3.701","13.06","0","0.162","22.5","3.25","0.128","51.71","3.995","3.272","2.936","12.79","135","0.155","1.92","39","194","329","706","1.84","0","0.45","0.175","0.0","0.54","0.5"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on white bun","27564300","0","0","0","27.05","26","51.1","0.9","3","0","3.517","13.43","0","0.226","25.1","3.21","0.389","53.33","1.03","0.997","0.942","3.37","71","0.085","2.05","20","131","200","767","1.46","0","0.36","0.155","0.8","0.24","2.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on wheat bun","27564301","0","3","0","25.81","26","51.1","1.9","3","0","3.781","14.28","12","0.223","24.8","3.04","0.384","53.72","1.015","1.004","0.9","3.24","94","0.11","1.82","31","155","226","754","1.65","12","0.35","0.183","0.8","0.29","3.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole wheat bun","27564302","0","4","0","24.76","26","50.9","2.8","3","0","3.667","14.58","15","0.178","27.6","2.61","0.345","54.02","1.017","0.995","0.977","3.58","94","0.142","1.6","46","182","253","760","1.89","15","0.35","0.212","0.8","0.3","2.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole grain white bun","27564303","0","0","0","25.46","26","50.4","1.1","23","0","3.725","13.22","0","0.234","19.2","4.1","0.38","55.24","0.949","0.75","1.084","3.19","110","0.116","1.68","27","154","230","775","2.04","0","0.27","0.173","0.2","0.26","2.4"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on multigrain bun","27564304","0","0","0","24.62","26","56.4","1.7","20","0","3.644","13.35","0","0.232","27.1","2.76","0.354","54.94","1.953","0.72","1.184","4.29","49","0.132","2.28","29","140","216","751","1.6","0","0.27","0.167","0.2","0.15","1.5"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on white bread","27564310","0","0","0","22.14","31","58.5","0.8","14","0","3.576","14.05","1","0.193","23.3","1.76","0.347","57.57","1.076","0.87","0.955","3.16","78","0.085","1.75","21","141","214","816","1.65","1","0.32","0.183","0.2","0.21","0.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on wheat bread","27564320","0","0","0","21.59","31","59.8","1.4","14","0","3.849","14.46","1","0.197","25.2","1.89","0.315","57.42","1.042","0.786","0.914","3.47","50","0.093","1.83","26","146","221","815","1.7","1","0.32","0.189","0.3","0.2","1.8"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole wheat bread","27564330","0","1","0","22.1","28","59.6","2.4","34","0","3.55","14.76","1","0.168","24.3","1.71","0.316","56.85","1.006","0.856","0.909","3.18","71","0.128","1.58","41","177","257","777","1.93","1","0.3","0.223","0.2","0.34","3.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on whole grain white bread","27564340","0","1","0","22.42","28","52.2","3.6","10","0","3.56","14.13","1","0.203","20.6","1.94","0.362","57.2","0.92","0.609","0.87","2.64","273","0.098","2.48","21","135","209","788","1.61","1","0.3","0.17","0.2","0.28","3.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced fat or light, plain, on multigrain bread","27564350","0","0","0","22.2","28","57.5","2.9","36","0","3.4","15.17","1","0.155","27.1","2.47","0.272","56.17","1.062","0.957","0.963","3.44","48","0.15","1.56","41","183","249","750","1.9","1","0.3","0.241","0.2","0.27","0.7"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on white bun","27564360","0","0","0","28.71","24","50.5","0.8","3","0","3.679","11.66","0","0.217","23.0","3.21","0.321","54.27","0.765","0.991","0.665","2.66","95","0.117","2.56","18","118","177","710","2.04","0","0.62","0.113","11.9","0.12","3.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on wheat bun","27564361","0","3","0","27.47","24","50.5","1.9","3","0","3.944","12.51","12","0.214","22.8","3.04","0.316","54.66","0.75","0.998","0.623","2.53","118","0.142","2.34","29","142","203","696","2.23","12","0.61","0.141","11.9","0.18","4.1"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on whole wheat bun","27564362","0","4","0","26.42","24","50.3","2.7","3","0","3.829","12.82","14","0.169","25.5","2.61","0.276","54.96","0.752","0.989","0.7","2.87","119","0.174","2.12","44","170","230","702","2.47","15","0.61","0.171","11.9","0.18","3.0"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on whole grain white bun","27564363","0","0","0","27.11","24","49.8","1.0","23","0","3.887","11.46","0","0.225","17.2","4.1","0.312","56.18","0.684","0.744","0.807","2.48","135","0.148","2.19","25","141","207","718","2.62","0","0.53","0.131","11.3","0.15","3.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on multigrain bun","27564364","0","0","0","26.27","24","55.8","1.7","20","0","3.806","11.59","0","0.223","25.0","2.76","0.285","55.88","1.688","0.714","0.907","3.58","74","0.164","2.79","27","128","194","694","2.18","0","0.53","0.126","11.3","0.03","2.4"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on white bread","27564370","0","0","0","24.12","29","57.7","0.8","14","0","3.77","11.93","0","0.182","20.8","1.76","0.264","58.7","0.759","0.863","0.623","2.31","108","0.123","2.36","18","126","186","747","2.35","0","0.64","0.132","13.6","0.07","1.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on wheat bread","27564380","0","0","0","23.57","29","59.0","1.3","14","0","4.044","12.34","0","0.186","22.7","1.89","0.233","58.55","0.724","0.779","0.582","2.62","79","0.131","2.44","23","131","194","746","2.4","0","0.64","0.138","13.6","0.06","2.9"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on whole wheat bread","27564390","0","1","0","23.92","26","58.9","2.3","34","0","3.728","12.83","0","0.159","22.1","1.71","0.24","57.88","0.716","0.849","0.606","2.4","98","0.163","2.14","38","163","232","714","2.56","0","0.58","0.177","12.4","0.21","4.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on whole grain white bread","27564400","0","1","0","24.23","26","51.5","3.6","10","0","3.737","12.19","0","0.193","18.3","1.94","0.286","58.23","0.63","0.602","0.566","1.86","300","0.133","3.04","19","121","184","724","2.25","0","0.58","0.124","12.4","0.15","4.1"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, fat free, plain, on multigrain bread","27564410","0","0","0","24.01","26","56.8","2.9","36","0","3.577","13.24","0","0.145","24.8","2.47","0.197","57.2","0.772","0.95","0.66","2.66","75","0.185","2.12","39","169","224","687","2.54","0","0.58","0.195","12.4","0.14","1.7"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, reduced sodium","27564418","0","0","0","23.12","34","29.5","0.8","3","0","3.061","11.02","0","0.184","18.7","3.21","0.263","46.84","7.933","1.556","7.099","17.66","75","0.082","2.31","12","91","142","383","1.54","0","0.82","0.081","0.6","0.21","2.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meatless, plain, on bun","27564420","0","0","0","24.3","0","57.0","3.1","2","0","3.545","15.76","0","0.623","15.1","2.85","0.481","48.74","1.839","3.993","1.336","9.89","76","0.472","2.2","20","249","107","480","1.02","0","1.51","0.072","0.5","1.27","1.9"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meatless, plain, on bread","27564430","0","0","0","19.56","0","64.3","3.4","13","0","3.601","16.7","0","0.664","11.9","1.53","0.46","51.63","2.019","4.402","1.415","10.83","84","0.54","1.97","21","278","103","473","1.11","0","1.68","0.082","0.0","1.43","0.1"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on white bun","27564440","3","90","33","19.68","24","24.2","1.8","60","256","2.167","9.11","1","0.145","12.5","3.15","0.165","56.42","5.121","0.981","4.832","12.52","57","0.083","1.86","21","105","253","606","1.28","10","0.46","0.095","0.4","0.45","3.7"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on wheat bun","27564441","3","91","33","18.92","24","24.1","2.4","60","256","2.329","9.63","8","0.143","12.3","3.05","0.162","56.66","5.111","0.986","4.806","12.44","71","0.098","1.72","27","119","269","598","1.4","17","0.46","0.112","0.4","0.49","4.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on whole wheat bun","27564442","3","91","33","18.92","24","24.1","2.4","60","256","2.329","9.63","8","0.143","12.3","3.05","0.162","56.66","5.111","0.986","4.806","12.44","71","0.098","1.72","27","119","269","598","1.4","17","0.46","0.112","0.4","0.49","4.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on whole grain white bun","27564443","3","90","33","18.7","24","23.7","1.9","72","256","2.294","8.99","1","0.15","8.9","3.7","0.159","57.59","5.071","0.83","4.919","12.4","81","0.102","1.63","25","119","271","611","1.64","10","0.41","0.106","0.1","0.47","3.8"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on multigrain bun","27564444","3","90","33","18.19","24","27.4","2.3","70","256","2.245","9.07","1","0.148","13.7","2.87","0.143","57.41","5.688","0.812","4.98","13.08","44","0.112","2.0","27","111","263","597","1.37","10","0.41","0.103","0.1","0.4","3.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on white bread","27564450","4","100","37","16.04","27","25.3","1.8","73","285","2.046","8.98","1","0.116","10.1","2.31","0.115","59.19","5.614","0.907","5.283","13.44","60","0.083","1.67","21","108","267","616","1.38","11","0.45","0.104","0.1","0.46","2.7"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on wheat bread","27564460","4","100","37","15.72","27","26.0","2.2","73","285","2.202","9.21","1","0.119","11.1","2.39","0.097","59.11","5.594","0.859","5.26","13.62","44","0.087","1.71","24","111","271","615","1.41","11","0.45","0.108","0.1","0.46","3.6"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on whole wheat bread","27564470","4","95","35","16.33","26","27.6","2.7","82","270","2.109","9.66","1","0.106","11.3","2.26","0.108","58.68","5.341","0.897","5.035","12.93","57","0.108","1.57","33","131","289","603","1.55","10","0.43","0.132","0.1","0.52","4.4"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on whole grain white bread","27564480","4","95","35","16.51","26","23.2","3.5","67","270","2.114","9.28","1","0.126","9.1","2.39","0.136","58.89","5.29","0.751","5.012","12.61","176","0.091","2.1","22","106","261","609","1.37","10","0.43","0.101","0.1","0.49","4.3"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with chili, on multigrain bread","27564490","4","95","35","16.38","26","26.4","3.0","83","270","2.02","9.9","1","0.098","12.9","2.71","0.083","58.28","5.374","0.957","5.067","13.08","43","0.121","1.56","33","134","285","587","1.54","10","0.43","0.143","0.1","0.48","2.9"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on white bun","27564500","0","69","17","19.74","28","23.3","1.8","43","412","2.003","9.24","1","0.174","11.6","3.06","0.176","56.35","5.194","0.923","4.786","12.63","63","0.091","2.66","28","131","292","596","1.71","7","0.35","0.105","1.0","0.46","2.7"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on wheat bun","27564501","0","71","17","18.97","28","23.2","2.4","43","412","2.166","9.76","8","0.172","11.5","2.96","0.173","56.59","5.184","0.928","4.76","12.55","77","0.106","2.53","34","145","308","588","1.83","15","0.35","0.123","1.0","0.49","3.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on whole wheat bun","27564502","0","72","17","18.33","28","23.1","2.9","43","412","2.095","9.94","10","0.144","13.1","2.7","0.149","56.78","5.185","0.922","4.807","12.76","77","0.126","2.39","43","162","324","592","1.98","16","0.35","0.141","1.0","0.5","2.6"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on whole grain white bun","27564503","0","70","17","18.76","28","22.8","1.9","55","412","2.131","9.11","1","0.179","8.0","3.61","0.171","57.52","5.144","0.772","4.873","12.52","87","0.11","2.44","32","145","310","601","2.07","7","0.3","0.117","0.7","0.47","2.7"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on multigrain bun","27564504","0","69","17","18.24","28","26.5","2.3","53","412","2.081","9.19","1","0.177","12.8","2.79","0.154","57.34","5.76","0.753","4.934","13.2","49","0.12","2.8","33","136","302","587","1.8","7","0.3","0.113","0.7","0.4","2.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on white bread","27564510","0","77","18","16.1","31","24.3","1.8","54","459","1.864","9.11","1","0.149","9.1","2.22","0.127","59.12","5.695","0.842","5.232","13.56","66","0.092","2.56","29","136","310","605","1.85","8","0.33","0.116","0.7","0.47","1.6"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on wheat bread","27564520","0","78","18","15.78","31","25.0","2.2","54","459","2.02","9.35","1","0.151","10.1","2.29","0.109","59.03","5.675","0.795","5.208","13.74","50","0.096","2.61","31","139","314","604","1.88","8","0.33","0.119","0.8","0.46","2.5"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on whole wheat bread","27564530","4","95","35","16.33","26","27.6","2.7","82","270","2.109","9.66","1","0.106","11.3","2.26","0.108","58.68","5.341","0.897","5.035","12.93","57","0.108","1.57","33","131","289","603","1.55","10","0.43","0.132","0.1","0.52","4.4"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on whole grain white bread","27564540","0","74","18","16.57","29","22.3","3.5","49","436","1.942","9.41","1","0.157","8.2","2.3","0.147","58.82","5.367","0.689","4.963","12.73","182","0.099","2.96","28","133","302","599","1.82","8","0.32","0.112","0.7","0.49","3.2"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, with meatless chili, on multigrain bread","27564550","0","74","18","16.44","29","25.5","3.0","65","436","1.847","10.03","1","0.129","12.0","2.62","0.094","58.21","5.451","0.895","5.018","13.2","49","0.13","2.41","40","162","326","576","1.99","8","0.32","0.154","0.7","0.49","1.8"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meatless, on bun, with meatless chili","27564560","0","64","15","20.34","6","43.8","3.2","40","382","2.406","12.31","0","0.438","10.2","2.42","0.326","58.31","1.754","2.654","1.263","7.7","66","0.345","2.64","29","215","199","460","1.37","6","0.97","0.094","0.9","1.0","1.9"
"Frankfurter or hot dog sandwich","Frankfurter or hot dog sandwich, meatless, on bread, with meatless chili","27564570","0","71","17","17.06","7","46.9","3.4","50","422","2.32","12.52","0","0.443","7.7","1.58","0.297","61.06","1.854","2.761","1.304","8.04","69","0.373","2.54","30","229","207","453","1.46","7","1.01","0.102","0.7","1.07","0.8"
"Hors d'oeuvres","Hors d'oeuvres, with spread","27570310","0","1","1","28.69","40","40.0","1.3","54","0","5.425","11.57","16","0.198","34.2","3.94","0.295","53.09","1.191","2.306","1.07","4.99","126","0.084","2.43","22","115","127","394","0.76","17","0.81","0.151","0.0","0.43","4.0"
"Beef stew","Beef stew, baby food, toddler","27601000","346","816","0","5.5","13","16.5","1.1","26","2575","1.313","5.1","0","0.065","4.5","1.39","0.014","86.9","0.44","0.1","0.58","1.2","9","0.072","0.72","11","44","142","106","0.87","82","0.51","0.074","3.0","0.5","2.5"
"Beef and egg noodles","Beef and egg noodles, baby food, NS as to strained or junior","27610100","152","335","0","7.74","8","10.4","1.2","93","753","0.599","2.47","0","0.036","4.6","1.44","0.032","87.32","0.89","0.117","0.852","2.08","9","0.041","0.42","8","34","66","20","0.5","34","0.14","0.034","0.8","0.39","3.1"
"Beef and egg noodles","Beef and egg noodles, baby food, strained","27610110","159","350","0","8.18","8","8.6","1.3","23","476","0.616","2.44","0","0.035","3.6","1.42","0.035","86.84","0.941","0.141","0.937","2.26","10","0.05","0.41","10","38","87","15","0.6","36","0.19","0.036","0.1","0.31","1.6"
"Beef and egg noodles","Beef and egg noodles, baby food, junior","27610120","146","320","0","7.3","8","12.1","1.1","163","1030","0.582","2.5","0","0.036","5.7","1.45","0.028","87.8","0.838","0.094","0.766","1.9","8","0.032","0.43","7","30","46","26","0.4","33","0.1","0.031","1.4","0.47","4.6"
"Beef with vegetables","Beef with vegetables, baby food, strained","27610710","993","2165","0","6.36","12","9.9","1.8","58","0","0.7","2.03","0","0.06","2.2","2.16","0.03","84.3","3.12","0.9","2.84","6.93","19","0.036","0.33","15","24","127","38","0.35","222","0.09","0.083","0.0","0.57","11.6"
"Beef with vegetables","Beef with vegetables, baby food, toddler","27610730","231","569","0","8.72","12","15.1","1.8","171","1706","0.71","3.5","0","0.04","2.2","1.18","0.02","85.23","0.92","0.108","0.847","2.1","11","0.08","0.5","11","37","168","26","0.87","57","0.51","0.07","2.5","0.37","3.2"
"Chicken and rice dinner","Chicken and rice dinner, baby food, strained","27640050","260","571","0","9.2","10","6.7","1.1","105","0","0.3","1.6","0","0.02","3.0","0.55","0.01","88.0","0.392","0.188","0.211","0.9","18","0.025","0.2","8","20","60","25","0.25","58","0.1","0.03","1.0","0.11","1.8"
"Chicken noodle dinner","Chicken noodle dinner, baby food, NS as to strained or junior","27640100","444","950","0","7.8","8","9.1","1.7","36","0","1.51","3.53","1","0.105","3.0","2.68","0.056","85.05","1.814","1.07","0.341","3.22","27","0.048","0.49","13","52","143","25","0.41","98","0.02","0.07","0.1","0.18","1.8"
"Chicken noodle dinner","Chicken noodle dinner, baby food, strained","27640110","495","1060","0","7.81","8","10.5","1.7","40","0","1.51","3.53","1","0.105","3.0","2.69","0.055","85.05","1.814","1.07","0.341","3.22","27","0.048","0.49","13","52","143","25","0.41","110","0.02","0.07","0.1","0.21","1.9"
"Chicken noodle dinner","Chicken noodle dinner, baby food, junior","27640120","392","840","0","7.8","8","7.7","1.7","32","0","1.51","3.53","1","0.105","3.0","2.67","0.056","85.05","1.814","1.07","0.341","3.23","27","0.048","0.49","13","52","143","25","0.41","87","0.01","0.07","0.1","0.15","1.6"
"Chicken","Chicken, noodles, and vegetables, baby food, toddler","27640810","431","952","0","8.89","28","11.2","0.6","211","0","1.23","3.8","1","0.05","3.7","0.82","0.04","85.3","0.632","0.392","0.461","1.7","11","0.02","0.4","10","42","95","194","0.41","98","0.14","0.06","1.7","0.19","3.3"
"Chicken stew","Chicken stew, baby food, toddler","27641000","214","495","0","6.4","29","20.6","0.6","178","0","1.153","5.2","2","0.074","5.5","1.68","0.031","83.3","1.7","0.77","1.1","3.7","36","0.02","0.66","10","51","92","25","0.41","52","0.14","0.046","1.9","0.22","3.7"
"Turkey","Turkey, rice and vegetables, baby food, NS as to strained or junior","27642100","389","858","0","8.76","4","7.2","1.0","86","564","0.67","2.32","0","0.042","3.2","1.46","0.028","87.43","0.375","0.27","0.288","1.08","21","0.03","0.35","8","36","88","21","0.44","88","0.02","0.052","0.2","0.22","2.2"
"Turkey","Turkey, rice and vegetables, baby food, strained","27642110","368","789","0","7.94","5","6.8","0.9","38","0","0.648","2.27","0","0.04","3.0","1.66","0.022","88.22","0.446","0.308","0.338","1.24","18","0.03","0.29","8","34","91","19","0.4","81","0.02","0.052","0.2","0.14","1.5"
"Turkey","Turkey, rice and vegetables, baby food, junior","27642120","410","927","0","9.57","4","7.7","1.0","134","1127","0.692","2.37","0","0.044","3.3","1.25","0.033","86.64","0.304","0.233","0.239","0.92","24","0.03","0.41","9","37","86","23","0.47","94","0.02","0.052","0.3","0.31","3.0"
"Turkey","Turkey, rice, and vegetables, baby food, toddler","27642130","489","1116","0","7.5","7","13.7","0.8","137","1175","2.11","3.8","0","0.07","3.3","1.12","0.07","86.3","0.555","0.309","0.5","1.6","11","0.1","0.4","14","63","107","176","0.61","113","0.1","0.13","0.3","0.15","2.5"
"Chicken soup","Chicken soup, baby food","27644110","313","674","0","7.2","4","6.4","1.1","40","0","0.293","1.6","0","0.032","1.4","1.72","0.017","89.1","0.425","0.9","0.278","1.7","37","0.279","0.27","5","24","66","16","0.22","69","0.12","0.037","1.0","0.51","6.9"
"Frozen dinner","Frozen dinner, NFS","28101000","5","147","13","10.94","40","34.5","1.2","336","0","1.586","6.82","39","0.075","5.8","1.32","0.069","72.83","2.941","0.364","4.169","8.34","15","0.079","0.84","15","72","179","274","1.5","52","0.61","0.164","5.3","0.2","4.0"
"Beef dinner","Beef dinner, NFS, frozen meal","28110000","5","147","13","10.94","40","34.5","1.2","336","0","1.586","6.82","39","0.075","5.8","1.32","0.069","72.83","2.941","0.364","4.169","8.34","15","0.079","0.84","15","72","179","274","1.5","52","0.61","0.164","5.3","0.2","4.0"
"Beef with vegetable","Beef with vegetable, diet frozen meal","28110150","472","1115","1","4.68","34","38.7","0.8","134","1726","2.389","10.64","1","0.129","9.3","2.81","0.049","76.3","3.111","0.224","2.63","6.95","34","0.069","1.32","17","108","281","292","2.44","114","1.09","0.229","10.2","0.5","4.3"
